Project: 43-648_TMCJ_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owner: INCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site: Site of Interest 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample: T91-8_QB-8_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type: Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID: T91-8_QB-8_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Processing option : All elements analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrum,Absolute stage X (mm).,Absolute stage Y (mm).,Stage X (mm).,Stage Y (mm).,Beam X (mm).,Beam Y (mm).,Weight% C K_SERIES,Weight% N K_SERIES,Weight% O K_SERIES,Weight% Al K_SERIES,Weight% Si K_SERIES,Weight% P K_SERIES,Weight% S K_SERIES,Weight% V K_SERIES,Weight% Cr K_SERIES,Weight% Mn K_SERIES,Weight% Fe K_SERIES,Weight% Ni K_SERIES,Weight% Nb L_SERIES,Weight% Mo L_SERIES,Weight%Total,Atomic% C K_SERIES,Atomic% N K_SERIES,Atomic% O K_SERIES,Atomic% Al K_SERIES,Atomic% Si K_SERIES,Atomic% P K_SERIES,Atomic% S K_SERIES,Atomic% V K_SERIES,Atomic% Cr K_SERIES,Atomic% Mn K_SERIES,Atomic% Fe K_SERIES,Atomic% Ni K_SERIES,Atomic% Nb L_SERIES,Atomic% Mo L_SERIES,Apparent conc.% C K_SERIES,Apparent conc.% N K_SERIES,Apparent conc.% O K_SERIES,Apparent conc.% Al K_SERIES,Apparent conc.% Si K_SERIES,Apparent conc.% P K_SERIES,Apparent conc.% S K_SERIES,Apparent conc.% V K_SERIES,Apparent conc.% Cr K_SERIES,Apparent conc.% Mn K_SERIES,Apparent conc.% Fe K_SERIES,Apparent conc.% Ni K_SERIES,Apparent conc.% Nb L_SERIES,Apparent conc.% Mo L_SERIES,k ratio C K_SERIES,k ratio N K_SERIES,k ratio O K_SERIES,k ratio Al K_SERIES,k ratio Si K_SERIES,k ratio P K_SERIES,k ratio S K_SERIES,k ratio V K_SERIES,k ratio Cr K_SERIES,k ratio Mn K_SERIES,k ratio Fe K_SERIES,k ratio Ni K_SERIES,k ratio Nb L_SERIES,k ratio Mo L_SERIES,Intensity correction C K_SERIES,Intensity correction N K_SERIES,Intensity correction O K_SERIES,Intensity correction Al K_SERIES,Intensity correction Si K_SERIES,Intensity correction P K_SERIES,Intensity correction S K_SERIES,Intensity correction V K_SERIES,Intensity correction Cr K_SERIES,Intensity correction Mn K_SERIES,Intensity correction Fe K_SERIES,Intensity correction Ni K_SERIES,Intensity correction Nb L_SERIES,Intensity correction Mo L_SERIES,Standard C K_SERIES,Standard N K_SERIES,Standard O K_SERIES,Standard Al K_SERIES,Standard Si K_SERIES,Standard P K_SERIES,Standard S K_SERIES,Standard V K_SERIES,Standard Cr K_SERIES,Standard Mn K_SERIES,Standard Fe K_SERIES,Standard Ni K_SERIES,Standard Nb L_SERIES,Standard Mo L_SERIES,Peak area Noise 1,Peak area Noise 2,Peak area Noise 3,Peak area C K_SERIES,Peak area N K_SERIES,Peak area O K_SERIES,Peak area Al K_SERIES,Peak area Si K_SERIES,Peak area P K_SERIES,Peak area S K_SERIES,Peak area V K_SERIES,Peak area V L_SERIES,Peak area Cr K_SERIES,Peak area Cr L_SERIES,Peak area Mn K_SERIES,Peak area Mn L_SERIES,Peak area Fe K_SERIES,Peak area Fe L_SERIES,Peak area Ni K_SERIES,Peak area Ni L_SERIES,Peak area Nb L_SERIES,Peak area Nb M_SERIES,Peak area Mo L_SERIES,Peak area Mo M_SERIES,Peak area sigma Noise 1,Peak area sigma Noise 2,Peak area sigma Noise 3,Peak area sigma C K_SERIES,Peak area sigma N K_SERIES,Peak area sigma O K_SERIES,Peak area sigma Al K_SERIES,Peak area sigma Si K_SERIES,Peak area sigma P K_SERIES,Peak area sigma S K_SERIES,Peak area sigma V K_SERIES,Peak area sigma V L_SERIES,Peak area sigma Cr K_SERIES,Peak area sigma Cr L_SERIES,Peak area sigma Mn K_SERIES,Peak area sigma Mn L_SERIES,Peak area sigma Fe K_SERIES,Peak area sigma Fe L_SERIES,Peak area sigma Ni K_SERIES,Peak area sigma Ni L_SERIES,Peak area sigma Nb L_SERIES,Peak area sigma Nb M_SERIES,Peak area sigma Mo L_SERIES,Peak area sigma Mo M_SERIES,Fit index Noise 1,Fit index Noise 2,Fit index Noise 3,Fit index C K_SERIES,Fit index N K_SERIES,Fit index O K_SERIES,Fit index Al K_SERIES,Fit index Si K_SERIES,Fit index P K_SERIES,Fit index S K_SERIES,Fit index V K_SERIES,Fit index V L_SERIES,Fit index Cr K_SERIES,Fit index Cr L_SERIES,Fit index Mn K_SERIES,Fit index Mn L_SERIES,Fit index Fe K_SERIES,Fit index Fe L_SERIES,Fit index Ni K_SERIES,Fit index Ni L_SERIES,Fit index Nb L_SERIES,Fit index Nb M_SERIES,Fit index Mo L_SERIES,Fit index Mo M_SERIES,Elevation (deg.),Tilt (deg.),Azimuth (deg.),Livetime (s),kV,Process time,Acqusition date/time,Optimization line,Optimization area,Optimization date/time,Number of iterations
"Grid Spectrum(1,7)",,,-0.398,-0.2275,-0.0597015,-0.0037313,1.044165,0.7863846,24.23659,0.3923517,0.400371,2.31E-02,0.5972061,0.3790554,14.73453,0.6564626,57.25982,-0.104094,2.29E-02,-1.689627,98.73923,2.883331,1.862064,50.24391,0.4822876,0.4727999,0.0247837,0.6177478,0.2467922,9.398768,0.3963162,34.00594,-5.88E-02,8.17E-03,-0.5841117,0.5797684,0.3444739,42.71535,0.2674789,0.3209513,2.86E-02,0.5716423,0.3710946,15.29587,0.5996691,52.25627,-9.15E-02,1.71E-02,-1.292985,2.68E-03,3.44E-03,0.1533097,1.97E-03,2.59E-03,1.70E-04,5.02E-03,3.71E-03,0.1529586,6.00E-03,0.5225627,-9.15E-04,1.71E-04,-1.29E-02,0.5552589,0.4380553,1.762617,0.6817337,0.8016354,1.237154,0.9571946,0.9789982,1.038107,0.9134852,0.9126018,0.8793953,0.7462095,0.7652487,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,308,-255,153,46,44,4114,108,124,8,212,65,789,2255,450,74,-234,5322,1842,-6,-131,5,-38,-357,39,104,160,84,44,63,173,42,47,53,116,41,248,89,294,48,214,122,149,27,54,112,38,228,47,0,0,0,0.14,0.3,0.56,0.61,0.37,0.46,0.44,0.87,0.74,1,0.77,0.82,0.92,0.75,1.02,0.39,1.04,0.42,0.19,0.41,0.19,30,0,0,0.7,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(2,7)",,,-0.398,-0.2275,-0.0536381,-0.0037313,0.4316239,-0.1531557,17.38162,0.1464053,0.3442881,4.88E-02,0.126498,0.5375561,17.02575,0.6413071,43.47641,0.2739185,0.130342,8.31E-03,80.41973,1.583809,-0.4819083,47.88217,0.2391438,0.5402672,6.95E-02,0.173877,0.4650762,14.43154,0.5144814,34.31075,0.2056297,6.18E-02,3.82E-03,0.2423596,-6.86E-02,31.4719,9.96E-02,0.2765454,6.07E-02,0.1217443,0.5262838,17.55536,0.5924651,39.80806,0.2431181,9.77E-02,6.40E-03,1.12E-03,-6.86E-04,0.1129558,7.33E-04,2.23E-03,3.59E-04,1.07E-03,5.26E-03,0.1755536,5.92E-03,0.3980806,2.43E-03,9.77E-04,6.40E-05,0.5615086,0.4478243,1.810713,0.680106,0.8032385,1.241809,0.9624212,0.9790305,1.03111,0.9238397,0.9156239,0.8875561,0.7497225,0.769441,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,455,-169,170,37,-17,5830,78,206,31,87,176,1223,4976,895,140,-305,7796,2399,30,-212,53,-96,3,116,140,214,109,54,75,209,48,58,63,133,55,296,130,353,70,254,153,174,34,67,130,50,262,61,0.03,0.03,0.03,0.37,0.89,1.09,0.41,0.52,0.65,0.6,0.36,1.03,0.61,1.08,0.52,1.35,0.61,1.73,0.86,1.9,0.66,0.6,0.66,0.54,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(3,7)",,,-0.398,-0.2275,-0.0419776,-0.0037313,1.164844,0.5397291,23.07498,0.2396717,0.2452927,4.24E-02,3.01E-03,0.546593,13.09363,6.74E-02,56.17641,-0.6194373,0.1743052,5.14E-02,94.80025,3.392848,1.348052,50.45736,0.3107554,0.3055419,4.79E-02,3.29E-03,0.3753739,8.809805,4.29E-02,35.19088,-0.3691146,6.56E-02,1.87E-02,0.6606067,0.2376011,40.67079,0.1625491,0.1961008,5.25E-02,2.88E-03,0.5370126,13.68481,6.16E-02,51.38835,-0.5451078,0.1299959,3.93E-02,3.05E-03,2.38E-03,0.1459715,1.20E-03,1.58E-03,3.11E-04,2.53E-05,5.37E-03,0.1368481,6.16E-04,0.5138835,-5.45E-03,1.30E-03,3.93E-04,0.5671335,0.4402283,1.762716,0.6782163,0.7994567,1.236117,0.9568436,0.9824723,1.04516,0.9144883,0.9147542,0.8800048,0.7457951,0.7649727,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,489,-229,157,101,58,7534,127,146,27,2,180,1283,3879,1165,15,-470,10064,3420,-67,-326,70,-70,21,32,130,195,97,60,87,236,55,62,73,156,56,338,120,404,66,295,170,205,38,79,156,49,309,61,0.25,0.23,0.24,0.98,2.07,2.62,1,1.05,0.72,0.44,0.63,2.64,0.56,2.72,0.38,2.87,0.6,3.48,0.64,3.55,0.66,1.49,0.48,1.41,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(4,7)",,,-0.398,-0.2275,-0.0303172,-0.0037313,1.524875,1.041187,24.16728,0.2766852,0.3029664,1.24E-02,-4.60E-02,0.4467505,16.86524,0.196175,52.49244,0.4104948,0.4250019,0.6905993,98.80606,4.193805,2.455482,49.89857,0.3387388,0.3563344,1.32E-02,-4.74E-02,0.2896958,10.71459,0.1179571,31.04917,0.2309663,0.1511125,0.2377823,0.8633402,0.4455361,41.05941,0.1901888,0.2446067,1.54E-02,-0.0442028,0.4328516,17.26827,0.178978,47.70911,0.361253,0.3186706,0.5306596,3.99E-03,4.46E-03,0.1473663,1.40E-03,1.97E-03,9.10E-05,-3.88E-04,4.33E-03,0.1726827,1.79E-03,0.4770911,3.61E-03,3.19E-03,5.31E-03,0.5661993,0.4279281,1.699221,0.6873848,0.807373,1.244453,0.961161,0.9688888,1.023907,0.9123383,0.908855,0.8800423,0.74981,0.7684045,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,554,-317,145,132,109,7606,148,182,8,-31,145,1320,4895,1216,42,-514,9343,2745,44,-351,172,-119,281,79,125,186,91,62,86,235,56,62,73,160,57,337,128,394,69,281,163,192,38,78,154,51,315,64,0.38,0.39,0.38,1.6,2.84,2.51,0.26,0.25,0.29,0.32,0.39,2.38,0.49,2.25,0.6,2.26,0.73,2.83,0.7,3.06,0.58,2.1,0.62,2,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(5,7)",,,-0.398,-0.2275,-0.0186567,-0.0037313,3.594252,1.217051,15.69218,0.1343534,0.3847574,-6.77E-03,-2.07E-02,4.79E-02,12.88717,0.23115,48.17917,0.9202343,0.1808484,0.6665807,84.1082,11.85117,3.441087,38.84387,0.1971998,0.5425366,-8.65E-03,-2.55E-02,3.72E-02,9.81566,0.1666299,34.16578,0.6207522,7.71E-02,0.2751597,2.011499,0.4653457,24.8069,9.17E-02,0.3093057,-8.39E-03,-1.98E-02,4.69E-02,13.39489,0.212138,44.15904,0.8122853,0.1352804,0.511364,9.30E-03,4.65E-03,8.90E-02,6.75E-04,2.49E-03,-4.97E-05,-1.74E-04,4.69E-04,0.1339489,2.12E-03,0.4415904,8.12E-03,1.35E-03,5.11E-03,0.5597801,0.3823957,1.580934,0.6822742,0.8039001,1.23992,0.9595546,0.9796948,1.039419,0.9177499,0.9165315,0.8826925,0.748032,0.7671453,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,463,-295,247,308,114,4595,71,230,-4,-14,16,921,3797,912,50,-338,8648,1919,100,-253,73,-99,271,128,139,215,112,64,82,191,48,53,60,137,52,306,116,328,62,236,159,167,37,74,127,53,269,66,0,0,0,0.3,0.57,0.78,0.59,0.51,0.47,0.39,0.63,0.93,0.34,0.92,0.38,1.27,0.51,2.33,0.31,3.1,0.48,0.4,0.5,0.37,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(6,7)",,,-0.398,-0.2275,-0.0069963,-0.0037313,1.826442,-0.2603308,18.17652,0.3204844,0.462572,0.1705777,-0.1065964,0.3737729,16.0873,0.4637396,48.89259,0.3667604,0.4144749,1.035264,88.22357,6.028886,-0.7368701,45.04312,0.4709157,0.6529801,0.2183411,-0.131806,0.290899,12.26659,0.3346662,34.70992,0.2476742,0.1768744,0.427821,0.9932698,-0.1045715,30.58529,0.2195582,0.3729579,0.2122031,-0.1025623,0.3655002,16.61654,0.4276423,44.8713,0.3255892,0.3107331,0.7963591,4.59E-03,-1.05E-03,0.1097737,1.62E-03,3.01E-03,1.26E-03,-9.01E-04,3.66E-03,0.1661654,4.28E-03,0.4487129,3.26E-03,3.11E-03,7.96E-03,0.5438601,0.401687,1.682921,0.6850836,0.8062709,1.244026,0.9621557,0.9778672,1.032909,0.92216,0.9177332,0.8877434,0.7497035,0.7692329,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,619,-464,267,152,-26,5665,171,277,109,-73,122,1123,4710,967,101,-439,8788,2268,40,-343,168,-57,422,76,144,222,115,58,79,207,51,61,69,149,56,305,126,348,68,248,161,171,37,72,146,51,295,62,0,0,0,0.23,1.16,1.6,0.43,0.28,0.18,0.56,0.64,1.28,0.72,1.4,0.58,1.95,0.25,3.48,0.54,4.42,0.45,0.78,0.45,0.61,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(7,7)",,,-0.398,-0.2275,0.0046642,-0.0037313,3.307715,1.168508,28.12801,0.179369,0.5786622,3.21E-03,0.4477942,0.4667645,14.02279,0.6121422,53.30914,3.63E-02,0.1776754,-0.5638453,101.8743,8.101028,2.454019,51.71748,0.195553,0.606075,3.05E-03,0.4108204,0.2695336,7.933333,0.3277711,28.07974,1.82E-02,5.63E-02,-0.1728827,1.911667,0.4863506,47.11703,0.1243432,0.4694047,3.99E-03,0.4283988,0.4491916,14.28138,0.5503809,47.9268,3.16E-02,0.1327652,-0.4312287,8.84E-03,4.86E-03,0.1691078,9.16E-04,3.79E-03,2.37E-05,3.76E-03,4.49E-03,0.1428138,5.50E-03,0.479268,3.16E-04,1.33E-03,-4.31E-03,0.5780364,0.4162458,1.675364,0.6932268,0.8111914,1.242365,0.9566865,0.9623514,1.01845,0.899105,0.8989952,0.8693119,0.7472346,0.7647997,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,600,-451,262,293,119,8728,97,349,2,305,150,1440,4048,1242,130,-550,9386,3370,4,-411,72,-53,-229,133,143,220,114,71,97,254,59,68,76,165,57,376,121,433,65,311,165,214,38,82,166,61,330,75,0.19,0.16,0.14,1.26,2.57,2.56,0.23,0.18,0.28,0.53,0.93,2.38,1.14,2.43,1.47,2.4,1.71,3,1.6,3.33,0.54,1.79,0.63,1.63,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(8,7)",,,-0.398,-0.2275,0.0163246,-0.0037313,1.997223,0.3665355,25.21183,0.2647476,0.3547798,5.64E-02,-0.4056451,0.6354176,14.24129,0.307304,52.46994,5.52E-02,0.3983609,1.335984,97.2894,5.486896,0.8634757,51.9985,0.3237704,0.4168197,6.01E-02,-0.4174532,0.4115878,9.037718,0.1845758,31.00202,3.11E-02,0.1414856,0.459495,1.116411,0.1507556,42.12893,0.1827868,0.2873023,7.02E-02,-0.3898468,0.6152914,14.59548,0.2793573,47.67153,4.85E-02,0.2987639,1.026456,5.16E-03,1.51E-03,0.1512049,1.35E-03,2.32E-03,4.16E-04,-3.43E-03,6.15E-03,0.1459548,2.79E-03,0.4767153,4.85E-04,2.99E-03,1.03E-02,0.559019,0.4113049,1.671311,0.69042,0.8098054,1.246091,0.9610538,0.9683257,1.024879,0.9090579,0.9085166,0.8785904,0.749983,0.7683139,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,602,-431,265,171,37,7804,142,214,36,-277,206,1275,4137,970,66,-407,9336,2987,6,-364,162,-71,544,98,139,210,107,64,87,238,57,65,74,156,58,340,121,403,66,290,166,198,37,75,156,56,310,68,0.19,0.19,0.21,0.95,2.11,2.24,0.89,0.52,0.33,0.42,0.85,1.9,0.89,2.02,1.04,1.98,0.99,2.44,0.95,2.36,0.46,1.52,0.43,1.44,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(9,7)",,,-0.398,-0.2275,0.0279851,-0.0037313,1.696349,1.461467,27.52965,8.55E-02,0.4082523,0.1824059,-0.1896719,0.3894069,12.14054,9.67E-02,58.15381,0.250359,0.6697505,0.4970336,103.3715,4.299573,3.176385,52.38383,9.64E-02,0.4425152,0.1792796,-0.1800838,0.2327111,7.108167,5.36E-02,31.70062,0.1298197,0.2194616,0.1577159,0.9558253,0.6226106,46.23348,5.86E-02,0.329279,0.2263114,-0.1813863,0.3787245,12.56017,8.76E-02,52.84024,0.2190789,0.4997815,0.3799968,4.42E-03,6.23E-03,0.1659366,4.32E-04,2.66E-03,1.34E-03,-1.59E-03,3.79E-03,0.1256017,8.76E-04,0.5284024,2.19E-03,5.00E-03,3.80E-03,0.5634957,0.4260443,1.679681,0.6862014,0.8065585,1.240703,0.9563162,0.9725671,1.034576,0.9060233,0.9085913,0.8750587,0.7462205,0.7645293,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,569,-482,308,146,152,8564,46,245,116,-129,127,1278,3560,1185,21,-576,10348,3726,27,-337,270,-65,202,93,142,219,114,64,92,249,56,65,76,159,56,359,114,424,64,308,171,212,38,79,159,55,316,68,0.13,0.13,0.14,0.74,1.73,1.96,1.07,0.72,0.88,0.55,0.95,1.66,1.25,1.75,1.36,2.37,1.03,2.89,0.18,3.16,0.66,1.21,0.64,1.05,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(10,7)",,,-0.398,-0.2275,0.0396455,-0.0037313,1.308019,0.8173816,22.3383,0.1795959,0.5365238,-0.1060512,0.2483597,0.4673169,10.03933,0.4669424,58.34119,0.1235177,0.3537175,-0.3254493,94.7887,3.819103,2.046474,48.96477,0.2334257,0.6699241,-0.1200728,0.2716376,0.321708,6.771134,0.2980691,36.63549,7.38E-02,0.1335178,-0.1189625,0.722053,0.349441,38.27942,0.1215549,0.4283959,-0.1306576,0.2370667,0.4623506,10.6039,0.4269483,53.5866,0.1086873,0.2630986,-0.2483611,3.34E-03,3.49E-03,0.1373886,8.95E-04,3.45E-03,-7.74E-04,2.08E-03,4.62E-03,0.106039,4.27E-03,0.535866,1.09E-03,2.63E-03,-2.48E-03,0.5520396,0.4275231,1.713799,0.6768249,0.7984669,1.232024,0.9545298,0.9893727,1.056248,0.9143487,0.9184824,0.8799329,0.7438101,0.7631332,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,510,-240,166,111,85,7091,95,318,-67,169,155,1273,3006,1242,101,-275,10494,2644,13,-385,142,-101,-132,73,138,211,108,61,84,230,56,66,74,157,59,330,109,388,63,277,173,188,38,76,157,51,311,63,0.16,0.16,0.17,1.16,1.7,1.84,0.39,0.42,0.33,0.3,0.4,1.79,0.83,1.72,0.97,2.06,0.91,2.7,0.23,3.22,0.46,1.25,0.44,1.25,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(11,7)",,,-0.398,-0.2275,0.051306,-0.0037313,2.428404,0.6306763,28.34312,0.2610496,0.5610362,8.40E-02,-0.158398,0.7169641,11.86494,0.2202894,56.19339,-0.6257307,0.1264344,0.6585705,101.3047,6.133728,1.365979,53.74492,0.2935159,0.6060154,8.23E-02,-0.1498699,0.4269767,6.922743,0.1216476,30.52587,-0.323339,4.13E-02,0.2082501,1.385884,0.2653838,47.92584,0.1798474,0.4529431,0.1040947,-0.1513116,0.6950029,12.22315,0.1987771,50.85014,-0.5458779,9.43E-02,0.5029368,6.41E-03,2.65E-03,0.1720106,1.32E-03,3.65E-03,6.16E-04,-1.33E-03,6.95E-03,0.1222315,1.99E-03,0.5085014,-5.46E-03,9.43E-04,5.03E-03,0.5707464,0.4208042,1.6912,0.6889406,0.8073342,1.239116,0.9552625,0.9693686,1.030201,0.9023449,0.9048761,0.8723848,0.7456107,0.7636793,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,310,-124,80,153,47,6392,101,242,38,-78,167,1182,2495,1151,34,-496,7170,2919,-48,-287,37,-101,192,88,117,179,92,60,81,220,51,59,66,136,49,317,96,376,55,274,146,190,34,71,137,51,269,63,0.47,0.48,0.48,1.58,2.48,2.07,0.36,0.46,0.15,0.16,0.79,2.17,0.33,1.96,0.53,1.77,0.52,2.37,0.39,2.65,0.37,1.9,0.38,1.81,30,0,0,0.97,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(1,8)",,,-0.398,-0.2275,-0.0597015,-0.0116604,1.318861,0.673818,18.1435,0.2143669,0.5563293,-2.55E-03,4.82E-02,0.6421348,22.43258,-0.5582522,40.32182,-0.1790761,-7.91E-02,-0.4416896,83.09092,4.448235,1.948791,45.94054,0.3218483,0.8024348,-3.34E-03,6.08E-02,0.5106437,17.47741,-0.4116474,29.24879,-0.1235644,-3.45E-02,-0.1865027,0.7656297,0.2991434,31.62243,0.1481705,0.4518324,-3.19E-03,0.0464981,0.618562,22.65676,-0.5127074,36.43703,-0.1582849,-5.95E-02,-0.3409525,3.54E-03,2.99E-03,0.113496,1.09E-03,3.64E-03,-1.89E-05,4.09E-04,6.19E-03,0.2265676,-5.13E-03,0.3643703,-1.58E-03,-5.95E-04,-3.41E-03,0.5805457,0.4439622,1.74308,0.6912014,0.8121689,1.248551,0.9655656,0.9632895,1.009998,0.9184154,0.9036538,0.8838975,0.752965,0.7719278,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,360,-293,175,64,40,3215,63,184,-1,18,114,672,3525,428,-67,-150,3917,1078,-11,-148,-18,-39,-99,61,110,172,91,41,56,152,36,44,49,101,45,222,107,251,54,176,108,118,27,46,99,36,199,44,0.03,0.03,0.03,0.21,0.39,0.53,0.77,0.69,0.6,0.58,1.04,0.52,0.64,0.55,0.64,0.74,0.54,1.11,0.16,1.36,0.7,0.27,0.77,0.27,30,0,0,0.74,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
